status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,default,amount_per_month,age_group,duration_group,amount_group
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,3357,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,29,bank,own,1,skilled employee/official,1,no,yes,0,159.85714285714286,25-35,medium_term,large
... < 100 DM,24,all credits at this bank paid back duly,car (used),3632,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled employee/official,1,no,no,0,151.33333333333334,under_25,medium_term,large
no checking account,18,delay in paying off in the past,radio/television,1808,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee/official,1,no,yes,1,100.44444444444444,under_25,medium_term,smallmedium
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,others,12204,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,car or other,48,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,254.25,36-50,very_long_term,too_much
0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,9157,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,152.61666666666667,25-35,very_long_term,very_large
... < 100 DM,6,critical account/other credits existing,car (new),3676,... < 100 DM,1 <= ... < 4 years,1,male : single,none,3,real estate,37,none,rent,3,skilled employee/official,2,no,yes,0,612.6666666666666,36-50,short_term,large
0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled employee/official,1,no,yes,1,114.7,under_25,long_term,large
no checking account,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,no,yes,0,53.333333333333336,36-50,short_term,smallmedium
0 <= ... < 200 DM,21,critical account/other credits existing,others,3652,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,0,173.9047619047619,25-35,medium_term,large
no checking account,18,critical account/other credits existing,car (new),1530,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,32,bank,own,2,skilled employee/official,1,no,yes,1,85.0,25-35,medium_term,smallmedium
no checking account,48,existing credits paid back duly till now,others,3914,unknown/no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,38,bank,own,1,skilled employee/official,1,no,yes,1,81.54166666666667,36-50,very_long_term,large
... < 100 DM,12,existing credits paid back duly till now,radio/television,1858,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,22,none,rent,1,skilled employee/official,1,no,yes,0,154.83333333333334,under_25,short_term,smallmedium
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2600,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,65,none,for free,2,skilled employee/official,1,no,yes,1,144.44444444444446,over_50,medium_term,large
no checking account,15,existing credits paid back duly till now,domestic appliances,1979,unknown/no savings account,... >= 7 years,4,male : single,none,2,car or other,35,none,own,1,skilled employee/official,1,no,yes,0,131.93333333333334,25-35,medium_term,smallmedium
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,radio/television,2116,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,41,none,own,1,skilled employee/official,1,yes,yes,0,352.6666666666667,36-50,short_term,large
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,29,none,own,1,skilled employee/official,1,no,yes,1,159.66666666666666,25-35,short_term,smallmedium
no checking account,42,critical account/other credits existing,radio/television,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee/official,1,yes,yes,0,96.23809523809524,36-50,very_long_term,large
no checking account,9,existing credits paid back duly till now,retraining,3832,unknown/no savings account,... >= 7 years,1,male : single,none,4,real estate,64,none,own,1,unskilled - resident,1,no,yes,0,425.77777777777777,over_50,short_term,large
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,3660,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,own,1,skilled employee/official,1,no,yes,0,152.5,25-35,medium_term,large
... < 100 DM,18,all credits at this bank paid back duly,radio/television,1553,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,car or other,44,bank,own,1,skilled employee/official,1,no,yes,1,86.27777777777777,36-50,medium_term,smallmedium
0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,1444,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,23,none,own,1,skilled employee/official,1,no,yes,0,96.26666666666667,under_25,medium_term,smallmedium
no checking account,9,existing credits paid back duly till now,radio/television,1980,... < 100 DM,... < 1 year,2,female : divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled employee/official,1,no,yes,1,220.0,under_25,short_term,smallmedium
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1355,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,25,none,own,1,unskilled - resident,1,yes,yes,1,56.458333333333336,under_25,medium_term,smallmedium
no checking account,12,existing credits paid back duly till now,retraining,1393,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,0,116.08333333333333,36-50,short_term,smallmedium
no checking account,24,existing credits paid back duly till now,domestic appliances,1376,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,car or other,28,none,own,1,skilled employee/official,1,no,yes,0,57.333333333333336,25-35,medium_term,smallmedium
no checking account,60,delay in paying off in the past,domestic appliances,15653,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,car or other,21,none,own,2,skilled employee/official,1,yes,yes,0,260.8833333333333,under_25,very_long_term,too_much
no checking account,12,existing credits paid back duly till now,domestic appliances,1493,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,34,none,own,1,skilled employee/official,2,no,yes,0,124.41666666666667,25-35,short_term,smallmedium
... < 100 DM,42,delay in paying off in the past,domestic appliances,4370,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/life insurance,26,bank,own,2,skilled employee/official,2,yes,yes,1,104.04761904761905,25-35,very_long_term,large
... < 100 DM,18,existing credits paid back duly till now,retraining,750,... < 100 DM,unemployed,4,female : divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,no,yes,1,41.666666666666664,25-35,medium_term,smallmedium
0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1308,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,38,none,own,2,unskilled - resident,1,no,yes,0,87.2,36-50,medium_term,smallmedium
no checking account,15,existing credits paid back duly till now,retraining,4623,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,40,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,308.2,36-50,medium_term,large
no checking account,24,critical account/other credits existing,domestic appliances,1851,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,car or other,33,none,own,2,skilled employee/official,1,yes,yes,0,77.125,25-35,medium_term,smallmedium
... < 100 DM,18,critical account/other credits existing,domestic appliances,1880,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,none,1,building society savings agreement/life insurance,32,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,104.44444444444444,25-35,medium_term,smallmedium
no checking account,36,delay in paying off in the past,others,7980,unknown/no savings account,... < 1 year,4,male : single,none,4,car or other,27,none,rent,2,skilled employee/official,1,yes,yes,1,221.66666666666666,25-35,long_term,very_large
... < 100 DM,30,no credits taken/all credits paid back duly,radio/television,4583,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee/official,1,no,yes,0,152.76666666666668,25-35,long_term,large
no checking account,12,existing credits paid back duly till now,car (new),1386,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,26,none,own,1,skilled employee/official,1,no,yes,1,115.5,25-35,short_term,smallmedium
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,car (new),947,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,unknown/no property,38,bank,for free,1,skilled employee/official,2,no,yes,1,39.458333333333336,36-50,medium_term,smallmedium
... < 100 DM,12,existing credits paid back duly till now,retraining,684,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,40,none,rent,1,unskilled - resident,2,no,yes,1,57.0,36-50,short_term,smallmedium
... < 100 DM,48,existing credits paid back duly till now,retraining,7476,... < 100 DM,4 <= ... < 7 years,4,male : single,none,1,unknown/no property,50,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,155.75,36-50,very_long_term,very_large
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1922,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,37,none,own,1,unskilled - resident,1,no,yes,1,160.16666666666666,36-50,short_term,smallmedium
... < 100 DM,24,existing credits paid back duly till now,car (new),2303,... < 100 DM,... >= 7 years,4,male : single,co-applicant,1,real estate,45,none,own,1,skilled employee/official,1,no,yes,1,95.95833333333333,36-50,medium_term,large
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),8086,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,car or other,42,none,own,4,management/self-employed/highly qualified employee/officer,1,yes,yes,1,224.61111111111111,36-50,long_term,very_large
no checking account,24,critical account/other credits existing,car (used),2346,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,car or other,35,none,own,2,skilled employee/official,1,yes,yes,0,97.75,25-35,medium_term,large
... < 100 DM,14,existing credits paid back duly till now,car (new),3973,... < 100 DM,unemployed,1,male : single,none,4,unknown/no property,22,none,for free,1,skilled employee/official,1,no,yes,0,283.7857142857143,under_25,medium_term,large
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),888,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,41,bank,own,1,unskilled - resident,2,no,yes,1,74.0,36-50,short_term,smallmedium
no checking account,48,existing credits paid back duly till now,domestic appliances,10222,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,3,car or other,37,stores,own,1,skilled employee/official,1,yes,yes,0,212.95833333333334,36-50,very_long_term,too_much
0 <= ... < 200 DM,30,no credits taken/all credits paid back duly,others,4221,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,28,none,own,2,skilled employee/official,1,no,yes,0,140.7,25-35,long_term,large
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,6361,... < 100 DM,... >= 7 years,2,male : single,none,1,unknown/no property,41,none,own,1,skilled employee/official,1,yes,yes,0,353.3888888888889,36-50,medium_term,very_large
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1297,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,4,real estate,23,none,rent,1,skilled employee/official,1,no,yes,0,108.08333333333333,under_25,short_term,smallmedium
